"","x"
"598",9.9
"599",9.9
"600",9.9
"601",9.9
"602",9.9
"603",9.9
"604",9.9
"605",9.9
"606",9.9
"607",9.9
"608",9.9
"609",9.9
"610",9.9
"611",9.9
"612",9.9
"613",9.9
"614",9.9
"615",9.9
"616",9.9
"617",9.9
"618",9.9
"619",9.9
"620",9.9
"621",9.9
"622",9.9
"623",9.9
"624",9.9
"625",9.9
"626",9.9
"627",9.9
"628",9.9
"629",9.9
"630",9.9
"631",9.9
"632",9.9
"633",9.9
"634",9.9
"635",9.9
"636",9.9
"637",9.9
"638",9.9
"639",9.9
"640",9.9
"641",9.9
"642",9.9
"643",9.9
"644",9.9
"645",9.9
"646",9.9
"647",9.9
"648",9.9
"649",9.9
"650",9.9
"651",9.9
"652",9.9
"653",9.9
"654",9.9
"655",9.9
"656",9.9
"657",9.9
"658",9.9
"659",9.9
"660",9.9
"661",9.9
"662",9.9
"663",9.9
"664",9.9
"665",9.9
"666",9.9
"667",9.9
"668",9.9
"669",9.9
"670",9.9
"671",9.9
"672",9.9
"673",9.9
"674",9.9
"675",9.9
"676",9.9
"677",9.9
"678",9.9
"679",9.9
"680",9.9
"681",9.9
"682",9.9
"683",9.9
"684",9.9
"685",9.9
"686",9.9
"687",9.9
"688",9.9
"689",9.9
"690",9.9
"691",9.9
"692",9.9
"693",9.9
"694",9.9
"695",9.9
"696",9.9
"697",9.9
"698",9.9
"699",9.9
"700",9.9
"701",9.9
"702",9.9
"703",9.9
"704",9.9
"705",9.9
"706",9.9
"707",9.9
"708",9.9
"709",9.9
"710",9.9
"711",9.9
"712",9.9
"713",9.9
"714",9.9
"715",9.9
"716",9.9
"717",9.9
"718",9.9
"719",9.9
"720",9.9
"721",9.9
"722",10.8
"723",10.8
"724",10.8
"725",10.8
"726",10.8
"727",10.8
"728",10.8
"729",10.8
"730",10.8
"731",10.8
"732",10.8
"733",10.8
"734",10.8
"735",10.8
"736",10.8
"737",10.8
"738",10.8
"739",10.8
"740",10.8
"741",10.8
"742",10.8
"743",10.8
"744",10.8
"745",10.8
"746",10.8
"747",10.8
"748",10.8
"749",10.8
"750",10.8
"751",10.8
"752",10.8
"753",10.8
"754",10.8
"755",10.8
"756",10.8
"757",10.8
"758",10.8
"759",10.8
"760",10.8
"761",10.8
"762",10.8
"763",10.8
"764",10.8
"765",10.8
"766",10.8
"767",10.8
"768",10.8
"769",10.8
"770",10.8
"771",10.8
"772",10.8
"773",10.8
"774",10.8
"775",10.8
"776",10.8
"777",10.8
"778",10.8
"779",10.8
"780",10.8
"781",10.8
"782",10.8
"783",10.8
"784",10.8
"785",10.8
"786",10.8
"787",10.8
"788",10.8
"789",10.8
"790",10.8
"791",10.8
"792",10.8
"793",10.8
"794",10.8
"795",10.8
"796",10.8
"797",10.8
"798",10.8
"799",10.8
"800",10.8
"801",10.8
"802",10.8
"803",10.8
"804",10.8
"805",10.8
"806",10.8
"807",10.8
"808",10.8
"809",10.8
"810",10.8
"811",10.8
"812",10.8
"813",10.8
"814",10.8
"815",10.8
"816",10.8
"817",10.8
"818",10.8
"819",10.8
"820",10.8
"821",10.8
"822",10.8
"823",10.8
"824",10.8
"825",10.8
"826",10.8
"827",10.8
"828",10.8
"829",10.8
"830",10.8
"831",10.8
"832",10.8
"833",10.8
"834",10.8
"835",10.8
"836",10.8
"837",10.8
"838",10.8
"839",10.8
"840",10.8
"841",10.8
"842",10.8
"843",10.8
"844",10.8
"845",10.8
"846",10.8
"847",10.8
"848",10.8
"849",10.8
"850",10.8
"851",10.8
"852",10.8
"853",10.8
"854",10.8
"855",10.8
"856",10.8
"857",10.8
"858",10.8
"859",10.8
"860",10.8
"861",10.8
"862",10.8
"863",10.8
"864",10.8
"865",10.8
"866",10.8
"867",10.8
"868",10.8
"869",10.8
"870",10.8
"871",10.8
"872",10.8
"873",10.8
"874",10.8
"875",10.8
"876",10.8
"877",10.8
"878",10.8
"879",10.8
"880",10.8
"881",10.8
"882",10.8
"883",10.8
"884",10.8
"885",10.8
"886",10.8
"887",10.8
"888",10.8
"889",10.8
"890",10.8
"891",10.8
"892",10.8
"893",10.8
"894",10.8
"895",10.8
"896",10.8
"897",10.8
"898",10.8
"899",10.8
"900",10.8
"901",10.8
"902",10.8
"903",10.8
"904",10.8
"905",10.8
"906",10.8
"907",10.8
"908",10.8
"909",10.8
"910",10.8
"911",10.8
"912",10.8
"913",10.8
"914",10.8
"915",10.8
"916",10.8
"917",10.8
"918",10.8
"919",10.8
"920",10.8
"921",10.8
"922",10.8
"923",10.8
"924",10.8
"925",10.8
"926",10.8
"927",10.8
"928",10.8
"929",10.8
"930",10.8
"931",10.8
"932",10.8
"933",10.8
"934",10.8
"935",10.8
"936",10.8
"937",10.8
"938",10.8
"939",10.8
"940",10.8
"941",10.8
"942",10.8
"943",10.8
"944",10.8
"945",10.8
"946",10.8
"947",10.8
"948",10.8
"949",10.8
"950",10.8
"951",10.8
"952",10.8
"953",10.8
"954",10.8
"955",10.8
"956",10.8
"957",10.8
"958",10.8
"959",10.8
"960",10.8
"961",10.8
"962",10.8
"963",10.8
"964",10.8
"965",10.8
"966",10.8
"967",10.8
"968",10.8
"969",10.8
"970",10.8
"971",10.8
"972",10.8
"973",11.7
"974",11.7
"975",11.7
"976",11.7
"977",11.7
"978",11.7
"979",11.7
"980",11.7
"981",11.7
"982",11.7
"983",11.7
"984",11.7
"985",11.7
"986",11.7
"987",11.7
"988",11.7
"989",11.7
"990",11.7
"991",11.7
"992",11.7
"993",11.7
"994",11.7
"995",11.7
"996",11.7
"997",11.7
"998",11.7
"999",11.7
"1000",11.7
